dataset,seed,target_hetero_ratio_threshold,strategy,pool_ratio,pool_node_ratio,hetero_edge_ratio,hetero_node_ratio_any,target_node_ratio,pool_count,hetero_node_count,overlap_count,precision,recall,f1,iou,score_mean_overlap,score_mean_missed_hetero
chameleon,0,0.0,hybrid_support_feature,0.05,0.05006587615283267,0.7700742483139038,0.9762845635414124,0.9762845849802372,114.0,2223.0,114.0,1.0,0.05128205128205128,0.09756097560975609,0.05128205128205128,0.8062413334846497,0.38143348693847656
chameleon,0,0.5,hybrid_support_feature,0.05,0.05006587615283267,0.7700742483139038,0.9762845635414124,0.8880105401844532,114.0,2022.0,109.0,0.956140350877193,0.05390702274975272,0.10205992509363294,0.053774050320670945,0.8056274056434631,0.38467249274253845
chameleon,0,0.75,hybrid_support_feature,0.05,0.05006587615283267,0.7700742483139038,0.9762845635414124,0.5814668423364076,114.0,1324.0,81.0,0.7105263157894737,0.06117824773413897,0.11265646731571628,0.05969049373618276,0.8076767325401306,0.38914936780929565
chameleon,0,0.0,hybrid_support_feature,0.1,0.10013175230566534,0.7700742483139038,0.9762845635414124,0.9762845849802372,228.0,2223.0,228.0,1.0,0.10256410256410256,0.18604651162790695,0.10256410256410256,0.7495875954627991,0.36363351345062256
chameleon,0,0.5,hybrid_support_feature,0.1,0.10013175230566534,0.7700742483139038,0.9762845635414124,0.8880105401844532,228.0,2022.0,216.0,0.9473684210526315,0.10682492581602374,0.19199999999999998,0.10619469026548672,0.7496583461761475,0.36642616987228394
chameleon,0,0.75,hybrid_support_feature,0.1,0.10013175230566534,0.7700742483139038,0.9762845635414124,0.5814668423364076,228.0,1324.0,149.0,0.6535087719298246,0.11253776435045318,0.19201030927835053,0.10620099786172488,0.7561207413673401,0.37146592140197754
chameleon,0,0.0,hybrid_support_feature,0.15,0.15019762845849802,0.7700742483139038,0.9762845635414124,0.9762845849802372,342.0,2223.0,342.0,1.0,0.15384615384615385,0.2666666666666667,0.15384615384615385,0.7023680210113525,0.3488277494907379
chameleon,0,0.5,hybrid_support_feature,0.15,0.15019762845849802,0.7700742483139038,0.9762845635414124,0.8880105401844532,342.0,2022.0,323.0,0.9444444444444444,0.15974282888229477,0.2732656514382403,0.15825575698187164,0.7025158405303955,0.3512532711029053
chameleon,0,0.75,hybrid_support_feature,0.15,0.15019762845849802,0.7700742483139038,0.9762845635414124,0.5814668423364076,342.0,1324.0,199.0,0.5818713450292398,0.15030211480362538,0.23889555822328934,0.1356509884117246,0.7190831899642944,0.360921710729599
chameleon,0,0.0,hybrid_support_feature,0.2,0.19982433025911286,0.7700742483139038,0.9762845635414124,0.9762845849802372,455.0,2223.0,455.0,1.0,0.2046783625730994,0.3398058252427184,0.2046783625730994,0.6571542024612427,0.33786749839782715
chameleon,0,0.5,hybrid_support_feature,0.2,0.19982433025911286,0.7700742483139038,0.9762845635414124,0.8880105401844532,455.0,2022.0,430.0,0.945054945054945,0.21266073194856577,0.3471941865159467,0.21006350757205666,0.6572005152702332,0.3398841917514801
chameleon,0,0.75,hybrid_support_feature,0.2,0.19982433025911286,0.7700742483139038,0.9762845635414124,0.5814668423364076,455.0,1324.0,249.0,0.5472527472527473,0.18806646525679757,0.2799325463743676,0.1627450980392157,0.6779500246047974,0.35379061102867126
chameleon,0,0.0,hybrid_support_feature,0.3,0.29995608256477824,0.7700742483139038,0.9762845635414124,0.9762845849802372,683.0,2223.0,681.0,0.9970717423133236,0.30634278002699056,0.46868547832071583,0.3060674157303371,0.6011546850204468,0.3158031702041626
chameleon,0,0.5,hybrid_support_feature,0.3,0.29995608256477824,0.7700742483139038,0.9762845635414124,0.8880105401844532,683.0,2022.0,641.0,0.9385065885797951,0.31701285855588524,0.4739371534195933,0.31056201550387597,0.6016356945037842,0.3171929121017456
chameleon,0,0.75,hybrid_support_feature,0.3,0.29995608256477824,0.7700742483139038,0.9762845635414124,0.5814668423364076,683.0,1324.0,433.0,0.6339677891654466,0.3270392749244713,0.43148978574987545,0.27509529860228715,0.5974089503288269,0.3259892463684082
chameleon,0,0.0,oracle_hetero_ratio,0.05,0.05006587615283267,0.7700742483139038,0.9762845635414124,0.9762845849802372,114.0,2223.0,114.0,1.0,0.05128205128205128,0.09756097560975609,0.05128205128205128,1.0,0.7588361501693726
chameleon,0,0.5,oracle_hetero_ratio,0.05,0.05006587615283267,0.7700742483139038,0.9762845635414124,0.8880105401844532,114.0,2022.0,114.0,1.0,0.05637982195845697,0.10674157303370785,0.05637982195845697,1.0,0.802724301815033
chameleon,0,0.75,oracle_hetero_ratio,0.05,0.05006587615283267,0.7700742483139038,0.9762845635414124,0.5814668423364076,114.0,1324.0,114.0,1.0,0.08610271903323263,0.15855354659248957,0.08610271903323263,1.0,0.8955784440040588
chameleon,0,0.0,oracle_hetero_ratio,0.1,0.10013175230566534,0.7700742483139038,0.9762845635414124,0.9762845849802372,228.0,2223.0,228.0,1.0,0.10256410256410256,0.18604651162790695,0.10256410256410256,1.0,0.7450553178787231
chameleon,0,0.5,oracle_hetero_ratio,0.1,0.10013175230566534,0.7700742483139038,0.9762845635414124,0.8880105401844532,228.0,2022.0,228.0,1.0,0.11275964391691394,0.20266666666666666,0.11275964391691394,1.0,0.7901884913444519
